Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150719:0210,0.0,0.0,0.0,24.82,2.59,0.0
20150719:0310,0.0,0.0,0.0,24.09,2.43,0.0
20150719:0410,0.0,5.14,2.8,24.95,2.47,0.0
20150719:0510,323040.0,410.55,12.72,25.82,2.52,0.0
20150719:0610,543600.0,704.55,23.17,26.68,2.57,0.0
20150719:0710,630960.0,838.47,33.84,28.65,2.58,0.0
20150719:0810,677370.0,918.24,44.39,30.62,2.59,0.0
20150719:0910,696620.0,959.04,54.24,32.59,2.61,0.0
20150719:1010,696220.0,974.58,62.27,33.52,2.02,0.0
20150719:1110,686120.0,976.27,66.27,34.46,1.44,0.0
20150719:1210,675270.0,978.17,64.22,35.39,0.86,0.0
20150719:1310,674120.0,963.78,57.26,35.24,1.29,0.0
20150719:1410,640050.0,898.53,47.86,35.08,1.73,0.0
20150719:1510,564880.0,774.9,37.47,34.92,2.17,0.0
20150719:1610,497990.0,672.22,26.79,33.78,1.98,0.0
20150719:1710,351740.0,465.48,16.22,32.65,1.79,0.0
20150719:1810,73650.0,109.47,6.09,31.52,1.6,0.0
20150719:1910,0.0,0.0,0.0,29.99,2.12,0.0
20150719:2010,0.0,0.0,0.0,28.47,2.64,0.0
20150719:2110,0.0,0.0,0.0,26.95,3.16,0.0
20150719:2210,0.0,0.0,0.0,26.43,3.02,0.0
20150719:2310,0.0,0.0,0.0,25.92,2.87,0.0
20150720:0010,0.0,0.0,0.0,25.41,2.73,0.0
20150720:0110,0.0,0.0,0.0,24.91,2.63,0.0
20150720:0210,0.0,0.0,0.0,24.41,2.52,0.0
20150720:0310,0.0,0.0,0.0,23.92,2.41,0.0
20150720:0410,0.0,4.63,2.65,24.82,2.14,0.0
20150720:0510,348110.0,444.03,12.58,25.73,1.86,0.0
20150720:0610,547520.0,718.86,23.04,26.64,1.59,0.0
20150720:0710,628200.0,845.01,33.71,28.39,1.68,0.0
20150720:0810,671200.0,919.47,44.25,30.13,1.77,0.0
20150720:0910,687910.0,954.56,54.09,31.88,1.86,0.0
20150720:1010,694860.0,974.64,62.1,32.88,1.72,0.0
20150720:1110,690220.0,976.24,66.09,33.88,1.59,0.0
20150720:1210,686640.0,979.18,64.05,34.88,1.45,0.0
20150720:1310,678940.0,963.67,57.12,34.98,1.58,0.0
20150720:1410,660840.0,931.46,47.74,35.07,1.71,0.0
20150720:1510,629470.0,878.49,37.36,35.17,1.85,0.0
20150720:1610,569110.0,780.91,26.68,34.14,1.71,0.0
20150720:1710,438200.0,585.99,16.11,33.11,1.58,0.0
20150720:1810,103770.0,147.38,5.97,32.08,1.45,0.0
20150720:1910,0.0,0.0,0.0,30.49,1.62,0.0
20150720:2010,0.0,0.0,0.0,28.9,1.79,0.0
20150720:2110,0.0,0.0,0.0,27.32,1.96,0.0
20150720:2210,0.0,0.0,0.0,26.75,2.1,0.0
20150720:2310,0.0,0.0,0.0,26.18,2.24,0.0
20150721:0010,0.0,0.0,0.0,25.61,2.39,0.0
20150721:0110,0.0,0.0,0.0,25.17,2.31,0.0
20150721:0210,0.0,0.0,0.0,24.72,2.23,0.0
20150721:0310,0.0,0.0,0.0,24.28,2.15,0.0
20150721:0410,0.0,4.62,2.51,25.19,2.0,0.0
20150721:0510,346230.0,442.49,12.44,26.11,1.84,0.0
20150721:0610,540380.0,709.17,22.9,27.02,1.68,0.0
20150721:0710,624110.0,844.77,33.58,29.06,1.5,0.0
20150721:0810,662480.0,919.5,44.12,31.09,1.32,0.0
20150721:0910,677670.0,960.45,53.94,33.13,1.14,0.0
20150721:1010,685730.0,975.85,61.92,34.07,1.31,0.0
20150721:1110,688940.0,982.95,65.9,35.01,1.49,0.0
20150721:1210,685680.0,979.19,63.88,35.94,1.66,0.0
20150721:1310,678240.0,959.28,56.98,35.66,1.94,0.0
20150721:1410,661910.0,925.72,47.62,35.37,2.23,0.0
20150721:1510,631140.0,870.83,37.24,35.08,2.52,0.0
20150721:1610,559930.0,757.51,26.57,34.12,2.6,0.0
20150721:1710,437220.0,578.22,16.0,33.16,2.67,0.0
20150721:1810,76480.0,113.12,5.84,32.2,2.74,0.0
20150721:1910,0.0,0.0,0.0,31.36,2.44,0.0
20150721:2010,0.0,0.0,0.0,30.52,2.13,0.0
20150721:2110,0.0,0.0,0.0,29.68,1.82,0.0
20150721:2210,0.0,0.0,0.0,29.15,1.72,0.0
20150721:2310,0.0,0.0,0.0,28.63,1.62,0.0
20150722:0010,0.0,0.0,0.0,28.11,1.52,0.0
20150722:0110,0.0,0.0,0.0,27.3,1.42,0.0
20150722:0210,0.0,0.0,0.0,26.49,1.31,0.0
20150722:0310,0.0,0.0,0.0,25.68,1.21,0.0
20150722:0410,0.0,2.05,2.35,26.55,1.2,0.0
20150722:0510,297420.0,384.87,12.3,27.43,1.2,0.0
20150722:0610,500180.0,661.96,22.77,28.31,1.19,0.0
20150722:0710,599230.0,821.77,33.45,30.16,0.93,0.0
20150722:0810,638050.0,899.85,43.97,32.0,0.67,0.0
20150722:0910,656350.0,948.84,53.78,33.84,0.41,0.0
20150722:1010,675100.0,969.96,61.74,33.36,0.7,0.0
20150722:1110,686450.0,978.51,65.71,32.89,0.99,0.0
20150722:1210,690230.0,974.53,63.7,32.41,1.28,0.0
20150722:1310,675040.0,953.71,56.83,33.48,1.37,0.0
20150722:1410,655830.0,925.74,47.49,34.54,1.45,0.0
20150722:1510,591660.0,826.81,37.13,35.6,1.53,0.0
20150722:1610,51910.0,84.86,26.45,34.45,1.61,0.0
20150722:1710,49080.0,80.11,15.87,33.31,1.7,0.0
20150722:1810,1000.0,8.64,5.71,32.17,1.78,0.0
20150722:1910,0.0,0.0,0.0,30.65,1.68,0.0
20150722:2010,0.0,0.0,0.0,29.13,1.58,0.0
20150722:2110,0.0,0.0,0.0,27.62,1.48,0.0
20150722:2210,0.0,0.0,0.0,27.12,2.33,0.0
20150722:2310,0.0,0.0,0.0,26.63,3.19,0.0
20150723:0010,0.0,0.0,0.0,26.14,4.04,0.0
20150723:0110,0.0,0.0,0.0,25.68,3.57,0.0
20150723:0210,0.0,0.0,0.0,25.21,3.09,0.0
20150723:0310,0.0,0.0,0.0,24.75,2.62,0.0
20150723:0410,0.0,0.0,2.2,25.68,2.64,0.0
20150723:0510,312520.0,398.52,12.15,26.62,2.66,0.0
20150723:0610,531920.0,690.72,22.63,27.56,2.68,0.0
20150723:0710,629140.0,836.64,33.31,28.96,2.62,0.0
20150723:0810,674190.0,912.52,43.83,30.35,2.57,0.0
20150723:0910,695970.0,955.05,53.62,31.75,2.51,0.0
20150723:1010,699720.0,976.22,61.56,32.19,1.83,0.0
20150723:1110,689950.0,978.67,65.5,32.63,1.15,0.0
20150723:1210,675340.0,975.76,63.52,33.06,0.47,0.0
20150723:1310,687930.0,960.49,56.68,32.9,1.88,0.0
20150723:1410,658490.0,892.97,47.35,32.73,3.28,0.0
20150723:1510,460690.0,603.82,37.0,32.57,4.69,0.0
20150723:1610,560460.0,742.1,26.33,31.9,3.47,0.0
20150723:1710,421310.0,553.08,15.75,31.24,2.24,0.0
20150723:1810,130350.0,179.31,5.58,30.58,1.02,0.0
20150723:1910,0.0,0.0,0.0,29.54,0.79,0.0
20150723:2010,0.0,0.0,0.0,28.5,0.55,0.0
20150723:2110,0.0,0.0,0.0,27.47,0.32,0.0
20150723:2210,0.0,0.0,0.0,27.08,0.39,0.0
20150723:2310,0.0,0.0,0.0,26.69,0.46,0.0
20150724:0010,0.0,0.0,0.0,26.3,0.54,0.0
20150724:0110,0.0,0.0,0.0,25.75,0.68,0.0
20150724:0210,0.0,0.0,0.0,25.2,0.82,0.0
20150724:0310,0.0,0.0,0.0,24.66,0.97,0.0
20150724:0410,0.0,0.0,2.05,25.36,1.17,0.0
20150724:0510,148950.0,198.89,12.01,26.06,1.38,0.0
20150724:0610,424510.0,549.49,22.49,26.76,1.59,0.0
20150724:0710,443920.0,580.97,33.17,27.82,1.59,0.0
20150724:0810,623730.0,844.18,43.68,28.87,1.59,0.0
20150724:0910,676190.0,931.06,53.46,29.92,1.59,0.0
20150724:1010,693840.0,966.45,61.37,30.26,1.35,0.0
20150724:1110,693760.0,974.24,65.3,30.61,1.11,0.0
20150724:1210,82510.0,123.38,63.33,30.95,0.87,0.0
20150724:1310,37930.0,65.11,56.51,31.06,1.11,0.0
20150724:1410,93810.0,137.67,47.21,31.16,1.35,0.0
20150724:1510,403810.0,537.2,36.87,31.26,1.59,0.0
20150724:1610,417870.0,551.42,26.2,30.5,1.68,0.0
20150724:1710,264300.0,345.98,15.61,29.74,1.77,0.0
20150724:1810,144460.0,194.7,5.44,28.99,1.86,0.0
20150724:1910,0.0,0.0,0.0,27.96,1.88,0.0
20150724:2010,0.0,0.0,0.0,26.93,1.89,0.0
20150724:2110,0.0,0.0,0.0,25.91,1.9,0.0
20150724:2210,0.0,0.0,0.0,25.7,2.55,0.0
20150724:2310,0.0,0.0,0.0,25.5,3.19,0.0
20150725:0010,0.0,0.0,0.0,25.29,3.83,0.0
20150725:0110,0.0,0.0,0.0,24.77,3.39,0.0
20150725:0210,0.0,0.0,0.0,24.25,2.95,0.0
20150725:0310,0.0,0.0,0.0,23.74,2.51,0.0
20150725:0410,0.0,0.0,1.89,24.54,2.14,0.0
20150725:0510,381660.0,486.37,11.86,25.35,1.77,0.0
20150725:0610,548230.0,719.79,22.34,26.15,1.41,0.0
20150725:0710,147070.0,200.71,33.03,27.22,1.35,0.0
20150725:0810,215980.0,288.65,43.54,28.28,1.3,0.0
20150725:0910,358490.0,476.5,53.3,29.35,1.24,0.0
20150725:1010,57570.0,90.49,61.18,29.62,1.68,0.0
20150725:1110,60660.0,94.55,65.09,29.89,2.11,0.0
20150725:1210,475390.0,631.85,63.13,30.15,2.55,0.0
20150725:1310,565690.0,754.75,56.35,30.26,2.79,0.0
20150725:1410,612060.0,817.07,47.07,30.37,3.03,0.0
20150725:1510,647560.0,864.21,36.73,30.48,3.27,0.0
20150725:1610,601530.0,794.0,26.06,30.01,3.25,0.0
20150725:1710,452450.0,585.1,15.47,29.54,3.22,0.0
20150725:1810,94740.0,133.74,5.29,29.07,3.2,0.0
20150725:1910,0.0,0.0,0.0,27.85,3.45,0.0
20150725:2010,0.0,0.0,0.0,26.64,3.7,0.0
20150725:2110,0.0,0.0,0.0,25.43,3.94,0.0
20150725:2210,0.0,0.0,0.0,25.06,4.16,0.0
20150725:2310,0.0,0.0,0.0,24.7,4.37,0.0
20150726:0010,0.0,0.0,0.0,24.33,4.58,0.0
20150726:0110,0.0,0.0,0.0,23.95,4.33,0.0
20150726:0210,0.0,0.0,0.0,23.56,4.08,0.0
20150726:0310,0.0,0.0,0.0,23.18,3.83,0.0
20150726:0410,0.0,0.0,1.73,23.82,3.42,0.0
20150726:0510,293700.0,370.45,11.71,24.47,3.0,0.0
20150726:0610,517240.0,662.61,22.2,25.12,2.58,0.0
20150726:0710,624560.0,813.36,32.88,26.01,2.94,0.0
20150726:0810,678930.0,892.94,43.39,26.89,3.31,0.0
20150726:0910,705200.0,932.67,53.13,27.77,3.67,0.0
20150726:1010,660510.0,877.83,60.99,27.83,3.01,0.0
20150726:1110,628570.0,840.62,64.87,27.9,2.34,0.0
20150726:1210,552820.0,739.33,62.93,27.96,1.68,0.0
20150726:1310,590280.0,789.06,56.17,28.53,2.13,0.0
20150726:1410,441780.0,579.25,46.92,29.1,2.58,0.0
20150726:1510,367050.0,478.22,36.59,29.67,3.03,0.0
20150726:1610,150680.0,204.69,25.92,28.86,2.98,0.0
20150726:1710,458200.0,589.7,15.33,28.05,2.92,0.0
20150726:1810,400.0,7.02,5.13,27.25,2.87,0.0
20150726:1910,0.0,0.0,0.0,26.23,2.36,0.0
20150726:2010,0.0,0.0,0.0,25.22,1.85,0.0
20150726:2110,0.0,0.0,0.0,24.21,1.34,0.0
20150726:2210,0.0,0.0,0.0,23.96,1.47,0.0
20150726:2310,0.0,0.0,0.0,23.72,1.6,0.0
20150727:0010,0.0,0.0,0.0,23.48,1.74,0.0
20150727:0110,0.0,0.0,0.0,23.27,2.17,0.0
20150727:0210,0.0,0.0,0.0,23.05,2.59,0.0
20150727:0310,0.0,0.0,0.0,22.84,3.02,0.0
20150727:0410,0.0,0.0,1.56,23.6,2.29,0.0
20150727:0510,332980.0,422.61,11.56,24.36,1.55,0.0
20150727:0610,560200.0,740.46,22.05,25.12,0.81,0.0
20150727:0710,628550.0,849.74,32.74,26.56,0.91,0.0
20150727:0810,669660.0,921.07,43.23,28.0,1.0,0.0
20150727:0910,688080.0,957.57,52.96,29.44,1.09,0.0
20150727:1010,703220.0,962.18,60.79,30.17,2.29,0.0
20150727:1110,644800.0,865.25,64.65,30.91,3.5,0.0
20150727:1210,614790.0,816.19,62.72,31.64,4.7,0.0
20150727:1310,611360.0,809.16,55.99,31.89,5.02,0.0
20150727:1410,598290.0,788.3,46.76,32.14,5.33,0.0
20150727:1510,660860.0,872.36,36.45,32.39,5.64,0.0
20150727:1610,595160.0,778.15,25.78,31.33,4.99,0.0
20150727:1710,466820.0,601.81,15.18,30.28,4.34,0.0
20150727:1810,76620.0,111.54,4.98,29.23,3.68,0.0
20150727:1910,0.0,0.0,0.0,27.95,3.49,0.0
20150727:2010,0.0,0.0,0.0,26.68,3.29,0.0
20150727:2110,0.0,0.0,0.0,25.41,3.09,0.0
20150727:2210,0.0,0.0,0.0,25.0,3.54,0.0
20150727:2310,0.0,0.0,0.0,24.6,3.99,0.0
20150728:0010,0.0,0.0,0.0,24.19,4.44,0.0
20150728:0110,0.0,0.0,0.0,23.6,3.73,0.0
20150728:0210,0.0,0.0,0.0,23.0,3.03,0.0
20150728:0310,0.0,0.0,0.0,22.41,2.32,0.0
20150728:0410,0.0,0.0,1.4,23.05,2.34,0.0
20150728:0510,387230.0,487.08,11.4,23.7,2.37,0.0
20150728:0610,579230.0,745.91,21.9,24.34,2.4,0.0
20150728:0710,653470.0,858.54,32.59,25.85,2.51,0.0
20150728:0810,691160.0,921.46,43.08,27.36,2.63,0.0
20150728:0910,714690.0,964.07,52.79,28.87,2.74,0.0
20150728:1010,717210.0,980.26,60.59,29.68,2.32,0.0
20150728:1110,710270.0,982.5,64.42,30.5,1.89,0.0
20150728:1210,681630.0,951.08,62.5,31.31,1.46,0.0
20150728:1310,675850.0,938.84,55.81,31.54,1.64,0.0
20150728:1410,676030.0,935.51,46.59,31.76,1.81,0.0
20150728:1510,641580.0,878.79,36.29,31.98,1.99,0.0
20150728:1610,582290.0,776.54,25.63,30.89,2.56,0.0
20150728:1710,461290.0,598.06,15.03,29.8,3.14,0.0
20150728:1810,76830.0,111.41,4.81,28.71,3.71,0.0
20150728:1910,0.0,0.0,0.0,27.31,3.97,0.0
20150728:2010,0.0,0.0,0.0,25.91,4.23,0.0
20150728:2110,0.0,0.0,0.0,24.52,4.5,0.0
20150728:2210,0.0,0.0,0.0,24.05,4.6,0.0
20150728:2310,0.0,0.0,0.0,23.58,4.71,0.0
20150729:0010,0.0,0.0,0.0,23.11,4.81,0.0
20150729:0110,0.0,0.0,0.0,22.71,4.16,0.0
20150729:0210,0.0,0.0,0.0,22.3,3.51,0.0
20150729:0310,0.0,0.0,0.0,21.9,2.86,0.0
20150729:0410,0.0,0.0,1.23,22.59,2.72,0.0
20150729:0510,391810.0,491.07,11.25,23.29,2.58,0.0
20150729:0610,579210.0,743.99,21.75,23.98,2.44,0.0
20150729:0710,648890.0,857.43,32.44,25.5,1.96,0.0
20150729:0810,684360.0,928.3,42.92,27.01,1.49,0.0
20150729:0910,694520.0,964.59,52.61,28.52,1.01,0.0
20150729:1010,704400.0,974.5,60.38,29.52,1.54,0.0
20150729:1110,709100.0,977.13,64.19,30.52,2.08,0.0
20150729:1210,709560.0,974.01,62.28,31.51,2.62,0.0
20150729:1310,706840.0,963.74,55.62,31.74,3.07,0.0
20150729:1410,687290.0,928.82,46.42,31.96,3.51,0.0
20150729:1510,657100.0,879.27,36.13,32.19,3.96,0.0
20150729:1610,173870.0,235.35,25.47,31.19,3.02,0.0
20150729:1710,348200.0,453.76,14.87,30.2,2.08,0.0
20150729:1810,66830.0,99.67,4.64,29.21,1.14,0.0
20150729:1910,0.0,0.0,0.0,27.95,1.25,0.0
20150729:2010,0.0,0.0,0.0,26.69,1.35,0.0
20150729:2110,0.0,0.0,0.0,25.44,1.45,0.0
20150729:2210,0.0,0.0,0.0,25.13,1.48,0.0
20150729:2310,0.0,0.0,0.0,24.83,1.5,0.0
20150730:0010,0.0,0.0,0.0,24.53,1.53,0.0
20150730:0110,0.0,0.0,0.0,24.15,2.06,0.0
20150730:0210,0.0,0.0,0.0,23.77,2.58,0.0
20150730:0310,0.0,0.0,0.0,23.39,3.1,0.0
20150730:0410,0.0,0.0,1.06,23.94,2.96,0.0
20150730:0510,360130.0,453.14,11.09,24.5,2.82,0.0
20150730:0610,559910.0,719.61,21.6,25.06,2.68,0.0
20150730:0710,675770.0,893.22,32.28,25.83,2.33,0.0
20150730:0810,572640.0,754.47,42.76,26.59,1.98,0.0
20150730:0910,699950.0,952.92,52.43,27.36,1.63,0.0
20150730:1010,691280.0,940.81,60.17,27.72,1.74,0.0
20150730:1110,677570.0,920.63,63.96,28.08,1.85,0.0
20150730:1210,571480.0,764.94,62.05,28.44,1.96,0.0
20150730:1310,676170.0,915.48,55.42,28.65,2.14,0.0
20150730:1410,682990.0,922.29,46.25,28.85,2.32,0.0
20150730:1510,614840.0,818.53,35.97,29.06,2.5,0.0
20150730:1610,527170.0,688.07,25.31,28.11,2.51,0.0
20150730:1710,309730.0,396.82,14.7,27.16,2.53,0.0
20150730:1810,20.0,5.94,4.47,26.22,2.55,0.0
20150730:1910,0.0,0.0,0.0,25.11,2.67,0.0
20150730:2010,0.0,0.0,0.0,24.01,2.79,0.0
20150730:2110,0.0,0.0,0.0,22.91,2.91,0.0
20150730:2210,0.0,0.0,0.0,22.69,2.59,0.0
20150730:2310,0.0,0.0,0.0,22.48,2.28,0.0
20150731:0010,0.0,0.0,0.0,22.27,1.96,0.0
20150731:0110,0.0,0.0,0.0,22.29,2.4,0.0
20150731:0210,0.0,0.0,0.0,22.31,2.84,0.0
20150731:0310,0.0,0.0,0.0,22.33,3.28,0.0
20150731:0410,0.0,0.0,0.89,22.43,3.33,0.0
20150731:0510,470.0,7.09,10.93,22.54,3.38,0.0
20150731:0610,25290.0,46.15,21.45,22.65,3.43,0.0
20150731:0710,35800.0,60.09,32.13,23.01,3.32,0.0
20150731:0810,64560.0,96.62,42.6,23.36,3.21,0.0
20150731:0910,79550.0,115.38,52.25,23.72,3.1,0.0
20150731:1010,53040.0,82.5,59.95,24.04,3.58,0.0
20150731:1110,77040.0,112.56,63.71,24.36,4.06,0.0
20150731:1210,91570.0,130.52,61.82,24.68,4.54,0.0
20150731:1310,215500.0,282.15,55.22,25.3,4.2,0.0
20150731:1410,115560.0,160.69,46.07,25.91,3.87,0.0
20150731:1510,474040.0,607.33,35.8,26.53,3.53,0.0
20150731:1610,563980.0,726.66,25.14,26.02,3.07,0.0
20150731:1710,415370.0,527.51,14.53,25.52,2.61,0.0
20150731:1810,59270.0,88.41,4.29,25.02,2.15,0.0
20150731:1910,0.0,0.0,0.0,24.16,2.01,0.0
20150731:2010,0.0,0.0,0.0,23.3,1.87,0.0
20150731:2110,0.0,0.0,0.0,22.45,1.72,0.0
20150731:2210,0.0,0.0,0.0,22.14,1.8,0.0
20150731:2310,0.0,0.0,0.0,21.84,1.88,0.0
20150801:0010,0.0,0.0,0.0,21.53,1.96,0.0
20150801:0110,0.0,0.0,0.0,21.26,1.79,0.0
20150801:0210,0.0,0.0,0.0,20.98,1.63,0.0
20150801:0310,0.0,0.0,0.0,20.7,1.46,0.0
20150801:0410,0.0,0.0,0.72,21.51,1.39,0.0
20150801:0510,24290.0,44.46,10.77,22.31,1.31,0.0
20150801:0610,514260.0,662.36,21.29,23.11,1.24,0.0
20150801:0710,468990.0,603.27,31.98,24.52,1.78,0.0
20150801:0810,628570.0,827.73,42.43,25.94,2.32,0.0
20150801:0910,668880.0,887.93,52.06,27.35,2.86,0.0
20150801:1010,99610.0,142.83,59.73,28.12,2.75,0.0
20150801:1110,722150.0,978.57,63.47,28.89,2.64,0.0
20150801:1210,340470.0,450.2,61.58,29.65,2.54,0.0
20150801:1310,526660.0,696.2,55.01,29.05,2.68,0.0
20150801:1410,116510.0,163.97,45.88,28.44,2.82,0.0
20150801:1510,18490.0,37.49,35.62,27.83,2.97,0.0
20150801:1610,28560.0,51.42,24.97,26.95,2.44,0.0
20150801:1710,63850.0,95.95,14.35,26.07,1.91,0.0
20150801:1810,0.0,2.16,4.1,25.19,1.38,0.0
20150801:1910,0.0,0.0,0.0,24.46,1.36,0.0
20150801:2010,0.0,0.0,0.0,23.72,1.33,0.0
20150801:2110,0.0,0.0,0.0,22.98,1.31,0.0
20150801:2210,0.0,0.0,0.0,23.02,0.97,0.0
20150801:2310,0.0,0.0,0.0,23.06,0.64,0.0
20150802:0010,0.0,0.0,0.0,23.1,0.3,0.0
20150802:0110,0.0,0.0,0.0,22.06,0.52,0.0
20150802:0210,0.0,0.0,0.0,21.03,0.74,0.0
20150802:0310,0.0,0.0,0.0,19.99,0.95,0.0
20150802:0410,0.0,0.0,0.54,20.89,1.06,0.0
20150802:0510,345210.0,433.85,10.6,21.79,1.17,0.0
20150802:0610,554890.0,716.86,21.14,22.68,1.28,0.0
20150802:0710,624400.0,824.92,31.82,23.52,1.14,0.0
20150802:0810,686890.0,928.54,42.26,24.37,0.99,0.0
20150802:0910,631790.0,853.57,51.87,25.21,0.84,0.0
20150802:1010,640000.0,866.02,59.51,25.85,1.09,0.0
20150802:1110,707700.0,968.11,63.22,26.49,1.33,0.0
20150802:1210,675190.0,916.92,61.34,27.13,1.57,0.0
20150802:1310,723890.0,995.06,54.79,27.85,1.54,0.0
20150802:1410,692720.0,950.01,45.69,28.56,1.51,0.0
20150802:1510,640320.0,871.68,35.44,29.27,1.48,0.0
20150802:1610,214920.0,284.04,24.79,28.52,1.7,0.0
20150802:1710,488960.0,636.38,14.17,27.76,1.92,0.0
20150802:1810,0.0,2.16,3.91,27.0,2.14,0.0
20150802:1910,0.0,0.0,0.0,26.03,1.9,0.0
20150802:2010,0.0,0.0,0.0,25.05,1.66,0.0
20150802:2110,0.0,0.0,0.0,24.08,1.42,0.0
20150802:2210,0.0,0.0,0.0,23.65,1.35,0.0
20150802:2310,0.0,0.0,0.0,23.22,1.28,0.0
20150803:0010,0.0,0.0,0.0,22.8,1.21,0.0
20150803:0110,0.0,0.0,0.0,22.34,1.14,0.0
20150803:0210,0.0,0.0,0.0,21.88,1.08,0.0
20150803:0310,0.0,0.0,0.0,21.42,1.01,0.0
20150803:0410,0.0,0.0,0.36,22.32,1.07,0.0
20150803:0510,368940.0,467.44,10.44,23.22,1.13,0.0
20150803:0610,554430.0,722.93,20.98,24.11,1.19,0.0
20150803:0710,641090.0,856.36,31.66,25.68,1.35,0.0
20150803:0810,697030.0,948.41,42.09,27.24,1.52,0.0
20150803:0910,715930.0,984.62,51.68,28.81,1.68,0.0
20150803:1010,734460.0,1017.15,59.29,29.54,1.75,0.0
20150803:1110,733300.0,1018.49,62.96,30.27,1.82,0.0
20150803:1210,733660.0,1021.79,61.09,31.0,1.89,0.0
20150803:1310,730590.0,1018.51,54.57,31.52,1.93,0.0
20150803:1410,698940.0,969.99,45.49,32.03,1.96,0.0
20150803:1510,649030.0,892.87,35.26,32.54,2.0,0.0
20150803:1610,594820.0,803.96,24.61,31.4,1.94,0.0
20150803:1710,445200.0,584.48,13.98,30.26,1.89,0.0
20150803:1810,0.0,1.62,3.71,29.12,1.83,0.0
20150803:1910,0.0,0.0,0.0,27.7,1.88,0.0
20150803:2010,0.0,0.0,0.0,26.28,1.93,0.0
20150803:2110,0.0,0.0,0.0,24.86,1.97,0.0
20150803:2210,0.0,0.0,0.0,24.45,1.66,0.0
20150803:2310,0.0,0.0,0.0,24.04,1.35,0.0
20150804:0010,0.0,0.0,0.0,23.63,1.03,0.0
20150804:0110,0.0,0.0,0.0,23.23,1.01,0.0
20150804:0210,0.0,0.0,0.0,22.84,0.99,0.0
20150804:0310,0.0,0.0,0.0,22.45,0.97,0.0
20150804:0410,0.0,0.0,0.19,23.4,1.16,0.0
20150804:0510,358820.0,455.95,10.27,24.34,1.36,0.0
20150804:0610,558610.0,729.14,20.82,25.28,1.56,0.0
20150804:0710,638950.0,855.47,31.5,27.22,1.66,0.0
20150804:0810,689820.0,942.86,41.92,29.15,1.77,0.0
20150804:0910,706700.0,979.34,51.49,31.09,1.88,0.0
20150804:1010,717880.0,1006.74,59.06,31.76,1.64,0.0
20150804:1110,719720.0,1019.53,62.7,32.44,1.41,0.0
20150804:1210,714980.0,1021.83,60.83,33.11,1.17,0.0
20150804:1310,708990.0,1007.53,54.34,33.48,1.41,0.0
20150804:1410,688390.0,969.89,45.28,33.85,1.65,0.0
20150804:1510,642280.0,892.8,35.06,34.22,1.89,0.0
20150804:1610,554220.0,754.64,24.42,33.27,1.71,0.0
20150804:1710,337250.0,445.96,13.79,32.31,1.52,0.0
20150804:1810,0.0,1.62,3.51,31.35,1.34,0.0
20150804:1910,0.0,0.0,0.0,30.29,1.45,0.0
20150804:2010,0.0,0.0,0.0,29.22,1.56,0.0
20150804:2110,0.0,0.0,0.0,28.16,1.67,0.0
20150804:2210,0.0,0.0,0.0,27.63,1.67,0.0
20150804:2310,0.0,0.0,0.0,27.11,1.67,0.0
20150805:0010,0.0,0.0,0.0,26.59,1.67,0.0
20150805:0110,0.0,0.0,0.0,25.64,1.53,0.0
20150805:0210,0.0,0.0,0.0,24.69,1.39,0.0
20150805:0310,0.0,0.0,0.0,23.74,1.26,0.0
20150805:0410,0.0,0.0,0.0,24.65,1.15,0.0
20150805:0510,230.0,6.5,10.1,25.56,1.04,0.0
20150805:0610,493880.0,648.6,20.66,26.47,0.94,0.0
20150805:0710,603340.0,816.95,31.33,28.32,1.06,0.0
20150805:0810,665790.0,922.68,41.75,30.18,1.19,0.0
20150805:0910,692200.0,973.95,51.29,32.03,1.31,0.0
20150805:1010,713990.0,1007.74,58.82,32.8,1.6,0.0
20150805:1110,719280.0,1014.7,62.44,33.57,1.88,0.0
20150805:1210,707940.0,995.58,60.57,34.33,2.17,0.0
20150805:1310,630540.0,876.35,54.11,34.34,2.07,0.0
20150805:1410,674120.0,943.66,45.07,34.35,1.98,0.0
20150805:1510,646510.0,900.14,34.87,34.36,1.89,0.0
20150805:1610,576100.0,784.62,24.23,33.18,1.89,0.0
20150805:1710,419490.0,554.32,13.59,31.99,1.89,0.0
20150805:1810,0.0,1.62,3.31,30.8,1.89,0.0
20150805:1910,0.0,0.0,0.0,29.54,1.79,0.0
20150805:2010,0.0,0.0,0.0,28.27,1.7,0.0
20150805:2110,0.0,0.0,0.0,27.01,1.6,0.0
20150805:2210,0.0,0.0,0.0,26.52,1.46,0.0
20150805:2310,0.0,0.0,0.0,26.03,1.31,0.0
20150806:0010,0.0,0.0,0.0,25.55,1.17,0.0
20150806:0110,0.0,0.0,0.0,25.23,1.21,0.0
20150806:0210,0.0,0.0,0.0,24.91,1.25,0.0
20150806:0310,0.0,0.0,0.0,24.59,1.28,0.0
20150806:0410,0.0,0.0,0.0,25.43,1.27,0.0
20150806:0510,274770.0,353.39,9.93,26.26,1.26,0.0
20150806:0610,520730.0,685.69,20.49,27.09,1.24,0.0
20150806:0710,617580.0,838.75,31.17,29.05,1.25,0.0
